year,runtime,director,star,rating
2008,114,Michael Fredianelli,Michael Fredianelli,6.3
2016,148,Tamim Hasan,Arifin Shuvo,6.3
2011,101,Jeff Solema,Barry Alexander,6.0
2011,45,Ryan Braund,Chris James,5.9
2004,100,GuGu E. Michaels,Pete Spratt,5.5
2010,105,Michael Fredianelli,Michael Fredianelli,7.3
2014,72,Robert J. Escandon,Tremain Brown,5.2
2006,84,Dwayne Buckle,Billoah Greene,7.8
2018,80,Jett Jansen,Cory DeMeyers,6.8
2010,114,Craig Tudor James,David Fynn,5.0
2018,53,Rennie Sharp,Josh Berresford,7.8
2014,166,Kevin Dunn,Arn Anderson,7.3
2014,65,Tonjia Atomic,Tonjia Atomic,5.9
2014,70,Joel David Santner,William LeDent,8.9
2017,75,Dan Francis,Jeff Carpenter,6.5
2010,102,Mike Bruce,Cameron Van Hoy,6.0
2010,85,Neeley Lawson,Teague Quillen,5.3
2015,48,Cameron Dodd,Kosta Stylianou,6.3
2012,91,Johnny Dickie,Joe Ankenbrand,5.2
2015,81,Baron Redman,Bill Butts,8.2
2009,45,Ian Chisholm,Darren Blake,8.5
2007,96,George Voulgaris,Maria Karasoulla,8.8
2002,90,Steven J. Pershing,Steven Alverson,7.6
2017,48,Cristina Duarte,Cristina Duarte,8.9
2009,85,Marco Chierichella,Cameron Mayo,6.4
2011,98,Jordy Dickens,Scott Arnold,5.7
2001,108,John E. Vitali,John E. Vitali,5.3
2010,100,Robert Arevalo,Gerardo Albarrán,4.0
2017,83,Fred Grant,Sheldon Faure,3.2
2016,96,Ryan Rachall,JaQuincy Atkins,9.0
2016,82,Greg DeLiso,Michelle Polec,5.2
2014,86,Edgar Jimz,Nate Teron,4.9
2004,89,John Ta,Willie Chico McGuire,7.5
2008,70,Franklin Correa,Gerard Adimando,4.8
2016,82,Richard Krause,Jack Aaron,6.2
2007,90,Mark Burson,Michael Showers,5.5
2010,95,Nicholas Jackson,Chase Steven Anderson,6.0
2011,89,Felix Pena,Jeff Horn,2.7
2004,94,Hartley Powell,Leila Janloo,5.3
2017,63,Adam Starks,Joshua Copeland,4.2
2012,85,Jason Hull,Mark Cray,4.0
2008,90,Pablo Veliz,LaVar Veale,3.4
2018,76,Beau Yotty,Cat Roberts,5.3
2016,78,Hassan Sonboli,Cooper Ali-Shabazz,8.4
2011,84,Ryan Callaway,Mary Lelina,7.2
2004,98,Read Ridley,Afroman,5.2
2021,120,Elijah Winfrey,Patrick J. Burnett,7.2
2012,86,William Xiong,Ken Melchior,7.3
2002,104,Shawn Woodard,Kenya Bell,7.5
2009,103,Tracy Trost,Tyler Roberds,5.2
2014,116,David C. Hoke,Chandler Kaye,5.4
2011,75,Gary Ugarek,Chris Clanton,6.1
2013,84,David A. Ponce de Leon,William Forsythe,4.9
2009,128,Walter Banasiak,Walter Banasiak,6.0
2011,90,David Chabashvili,Otar Tatishvili,5.9
2014,100,Vinod Bharathan,Sabumon Abdusamad,7.0
2013,116,DeMarieo James,Monica Anderson,8.2
2021,107,Steve Horn,Maurice Mack,4.7
2013,70,Nicholas Woltersdorf,Emma Walker,5.6
2012,99,Brian Mehrens,Gabriel Bloodworth,7.0
2017,105,Mario Maurer,Mario Maurer,4.1
2012,80,Jason James,Kenshiro Akehi,5.9
2010,93,Dan Eberle,Dan Eberle,7.3
2016,83,Javier Calderon,Charlton Barton,8.4
2016,100,Peter Rochon Nicholas,Fawn Hanson,3.7
2012,88,Belinda Salazar,Rafael Agustin,7.0
2015,47,T.C. De Witt,Chris Rymer,7.5
2020,85,Jordan Warner,Jordan Warner,7.8
2013,75,Anthony Roberts,Anthony Roberts,4.5
2019,48,Ronan Doss,Ronan Doss,6.9
2013,92,Dou Xiao,Ye Jianwei,3.9
2015,90,Jonathan Elihu Klein,Danny Bass,8.6
2008,90,Fred P. Watkins,Jackson Bostwick,3.7
2012,94,Shaun Paul Piccinino,Shaun Paul Piccinino,5.4
2020,45,Alvondo Vinson,Jesse Dwight Bingham,4.5
2013,110,Alejandro Ochoa,Javier Alcina,6.7
2010,83,Dicky Tanuwidjaya,Gianna Aspencade,5.7
2012,126,Bhavani Shankar Kaipa,Deepti,7.5
2020,96,Dylan McKay,Mac Jolly,8.4
2015,91,Gabriel Auffant,Katie Ashworth,7.7
2015,65,Magda M. Olchawska,Paula Preston,3.1
2021,82,Thang Mung,Anthony Tucker Amirante,9.7
2013,79,Aldo D. Napoli,Paul R. Watts,8.1
2012,87,Adam Hulin,R. Keith Harris,6.8
2015,85,Damien Dante,Ana Santos,2.6
2021,77,Chayna Bailey,Gary Miceli,3.1
2016,74,David Nelson,David Nelson,8.7
2015,122,Stewart Marshall,Rohan Mirchandaney,6.0
2015,45,Vincent McLean,Vincent McLean,8.5
2011,103,Ika Santamaria,Ryan Tesauro,8.2
2011,81,Marlon Ladd,Marlon Ladd,6.0
2009,85,Richard Chamberlin,Greg Andrews,7.6
2015,45,Bj Lewis,Derrick Andrews,5.2
2020,118,Will Evans,Dane Liberatore,7.4
2008,130,Rusty Apper,Rusty Apper,7.6
2012,89,Luis Prieto,Zlatko Buric,6.4
2004,85,Tom Antos,Lukasz Antos,6.6
2015,80,Lee Doll,Jennifer Rouse,3.0
2012,71,Ryan Stratton,Robin Collins,6.8
2001,126,Singeetam Srinivasa Rao,Bharti Achrekar,5.1
2008,90,Dan Eberle,Dan Eberle,5.6
2001,90,Donald Farmer,Andre Buckner,4.4
2010,90,Mark Laurnoff,Mark Laurnoff,4.2
2008,47,George Swift,Anthony Mark Streeter,7.0
2003,77,Daniel Casey,Greg Dow,5.6
2007,87,Pavel Sanaev,Aleksandr Lymarev,6.1
2010,123,Mike Donis,John Kraft,7.1
2017,95,Alexander Meegan,Nicole Crisp,6.4
2019,122,Kevin Lamar Caldwell Jr.,2 Low Esteban,6.1
2010,101,Francisco Aragon,Francisco Aragon,5.0
2014,90,Ahmad Idham,Aaron Aziz,5.0
2002,98,Gary Wing-Lun Mak,Michael Wong,4.6
2016,49,Jim Tshirt,Michael A. Adams,7.0
2017,70,Liam Gartland Emond,Nicholas Arancibia Strachan,7.1
2017,76,George Trimm,Danica Elbertse,5.0
2018,76,Rodney Jackson,Tavares M. Wilson,3.9
2016,141,Pauli Janhunen Calderón,David Anghel,8.7
2008,84,Michael Kelber,Howard Gibson,3.2
2017,45,David Fowler,Tomaz Baskin,7.3
2013,80,Sean Slater,Carissa Jocétt Toro,6.8
2013,90,Michael J. Hach,Jill Andre,4.8
2007,120,Ken Maskrey,Lauren von Engeln,6.1
2014,76,David Steenhoek,George Perez,5.1
2010,54,Michel Duran,Lia Como,5.1
2014,108,Stanlee Ohikhuare,Ijeoma Grace Agu,7.0
2013,87,John Bianco,Steve Stanulis,6.5
2014,115,Corey B. Stevens,Paul Ohlman,6.3
2011,90,Paul McConnell,Sarah Kate Allsup,5.1
2018,86,David Rivers,Sandra Monica Baker,7.0
2014,77,Ryan Schmitz,Phillip Andry,5.9
2007,107,Zachary Oberzan,Zachary Oberzan,7.8
2013,62,Danny Field,T.K. Smiley,5.5
2019,45,Jared Campbell,John Felix,8.5
2004,84,David Crossley,Amber Gokken,7.2
2021,100,Alex Power,Odelia San Diego,3.5
2002,83,Douglas Jackson,Sean Young,4.7
2007,95,Timothy Norman,Kristen Savage,6.6
2013,75,Federico Rizzo,Lorenzo Flaherty,6.4
2005,82,Jason McAfee,Brian Bentley,8.8
2003,87,Mark Cross,Heather Shrake,2.6
2012,85,Michael Thomas Dunn,Chris Adler,4.6
2019,85,Alessandro Baccini,Alessandro Baccini,2.5
2015,87,Kenji Saykosy,Abigail Rose Cornell,6.0
2019,100,Michael Ryan Hahn,David McElroy,5.6
2010,70,Robert Dixon,Merida Bedula,5.7
2016,94,Alexander Salazar,Michael D. Anglin,7.1
2012,100,Mat Smith,Autumn Ward,7.6
2014,95,Tzang Merwyn Tong,Lyon Sim,5.9
2009,98,Cameron Dingwall,Lauren Lopez,7.9
2020,73,Daniel Head,Ryan Adam Burton,6.7
2008,90,William Lee,Talisha Battle,4.7
2010,100,Mirjam Landa,Daniel Landa,4.9
2003,72,Bret Carr,Michele Carlo,5.3
2010,120,Joe Black,Jess Weber,2.3
2002,86,Tom LeGros,Deborah Abbott,7.0
2022,92,Jesse Wallace Jr.,Keyaira Agustus,2.9
2007,95,Nathyn Masters,Nathyn Masters,5.8
2013,90,Nathyn Masters,Nathyn Masters,4.3
2011,97,Ken Cosentino,Ayman Abdellatif,5.7
2019,112,Andrew Jacob Brown,Moriah Brown,6.9
2009,122,Zelimir Zilnik,Pera Cehov,6.7
2002,93,Nastasha Baron,Laurie Hanley,4.2
2022,110,Alexander Stalder,Sébastien Burkhalter,5.3
2010,115,Sachin P. Karande,Gulshan Grover,5.6
2015,114,Florian Schott,Paulus Alugongo,7.1
2021,73,LuisManChelo,Adrianmcween2,8.0
2011,175,Shiva Thejus,Shiva Thejus,7.6
2013,95,Michael Neel,Duane Bruce,5.6
2001,85,Brad Tanenbaum,John Macurdy II,6.8
2011,95,Carlo Rodriguez,Dani Lowe,3.2
2009,95,Jay Carver,B. Todd Johnston,8.2
2005,117,Kenya Cagle,Jimmy Gary Jr.,6.0
2000,90,Demetri Estdelacropolis,Chelsea McIsaac,1.9
2008,119,Frank Raffel,Frank Raffel,5.9
2001,144,Brian Belefant,Jim Calloway,8.2
2005,108,Sean Hagan,Sean Hagan,7.3
2010,120,Douglas Rath,Anthony Bravo,5.0
2017,91,Ken Webb,Michele Richardson,6.1
2012,56,Chuck Rockford,Chuck Rockford,7.2
2013,69,Steve Rudzinski,Dan Christmas,6.0
2012,98,Nathan Hill,Seth Gandrud,6.9
2017,133,Joe Black,Ehsan Ahmed,6.1
2014,103,Rob Hawk,Cabrina Collesides,6.7
2015,83,Earl Nanhu,Yvonne Maverick,6.0
2005,101,Vincent Kok,Ronald Cheng,5.1
2012,90,Kester Nsirim,Sam Dede,6.7
2014,80,Igal Weitzman,Carolina Parsons,4.0
2004,92,Claude Sandeaux,Ryan McCoy,6.0
2009,46,Nick Box,Neil Anderson,3.4
2003,87,Mikhail Ptashuk,Marina Golub,4.4
2006,110,Eric Jacobus,Joe Henley,6.0
2016,91,Simon Davison,Pippa Haywood,5.9
2015,63,Chris X,Anna Lee Anderson,8.8
2012,90,Daniel Dahl,Kim Andersen,4.3
2011,90,Vaughn Taylor,Tom Lagleder,3.0
2004,83,Andrew Wiest,Robert Bear,8.1
2005,97,Hung-Wah Leung,Kristy Yeung,4.7
2017,96,Ryan Blazic,Jim O'Rear,5.1
2012,98,Clark Birchmeier,Bree Michaels,3.0
2017,91,Kody Newton,Tiego Newton,8.4
2016,100,Jay Spence,Ali Lukowski,4.5
2006,100,Trevor L. Smith,Tanner Andersen,4.8
2012,90,James Neyman,Jake McGee,6.2
2008,102,Donovan Cerminara,Donovan Cerminara,5.8
2012,128,Adam Pitzler,Adam Pitzler,9.3
2009,89,Jose Zambrano Cassella,Juliet Reeves London,3.6
2015,97,Rodney Jackson,Paris Armani,4.7
2006,100,George Butiri,Shelia Weiss,4.1
2007,103,Paul Dupree,Victor Patrick Alvarez,7.0
2020,52,Tom Smith,Tom Smith,8.4
2007,85,Mason Booker,Alex Szele,4.0
2013,101,Mike Green,Frank Roberts,4.0
2009,75,Wolf Morrison,Wolf Morrison,5.9
2010,46,Jordan Warner,Ed Gage,5.4
2008,80,Victor Marke,Zara Phythian,3.8
2019,47,Tom Rounbon,Tom Rounbon,4.8
2017,79,J.C. De La Torre,Dean Chandler Bowden,4.0
2018,97,Janno Kim,Yue Wei Long,5.6
2005,63,David Sean Stringer,David Dunn,4.8
2008,107,Wil Long,Travis Vogt,5.3
2017,102,Kyle Acosta,Kyle Acosta,7.4
2021,139,Jacob Harvey,Jacob Harvey,6.5
2011,90,Brent Bambic,Vince Segovia,4.3
2012,108,Adam Hampton,Kenny Pitts,8.2
2007,94,Andrew William Flores,David Winning,7.9
2016,119,Carlo Bruno,Lily Blane,6.5
2014,95,Ryan Davy,Ethan Kelly,3.4
2012,140,Kreshnik Seseri,Klara Bercary,6.2
2007,90,Drew Rist,Bryan Massey,7.2
2010,115,Chad Gravallese,Brian Jackson,6.3
2003,83,Jess Thomas,Marc Cameron,6.4
2007,108,Corey Grant,Karimah Westbrook,6.6
2011,120,Toyoo Ashida,Kyle Rea,7.2
2010,88,Joe Clarke,Stevie Ray Ackerman,6.3
2020,85,Daphne Bonner,Matthew Schmid,4.6
2013,71,King Jeff,Gorio,4.2
2009,84,Daniel Steely,Devon Cummings,4.8
2013,76,Michael Miller,Rebecca Bradley,4.7
2018,90,Michael Fredianelli,Maralynn Adams,8.1
2011,80,E. Thomas Canton,Edgar George,5.4
2010,90,Stanley D. Jacobs,Andrew Laquintano,4.6
2005,88,Serge Rodnunsky,Matt Baron,6.8
2010,90,Richard Johnson,Rashaun Adkins,4.9
2017,93,Alexander Richardson,Joe Newton,5.9
2003,85,Tony Markes,Brian Doyle-Murray,4.1
2014,94,Adam J. Dunn,Warren Anderson,7.0
2003,143,Mohammad Hannan,Shakib Khan,7.6
2013,118,Nick Attin,Rebecca Elias Griffith,4.7
2005,75,Jason Roger Rodriguez,Andy Bowles,6.2
2008,61,Aaron Stielstra,Aaron Stielstra,6.8
2013,60,Stephen Don,Tom Collins,6.7
2014,7,One Direction,One Direction,7.7
2011,92,Fernando A. Mico,Fernando A. Mico,5.3
2011,114,Michael Fredianelli,Michael Nosé,4.2
2005,81,Chris Rogers,Kajuan Mitchell,3.0
2008,84,Ron Smorynski,Ron Smorynski,2.8
2008,47,Spencer Folmar,Alyssa Fyock,7.2
2003,52,Alec Joler,Chris Nelson,8.1
2007,86,Michael Kallio,Tim Lovelace,4.6
2009,87,Aiden Dillard,Maximum Capacity,4.8
2011,50,Ty Granderson Jones,Billy Smith,6.0
2007,84,Hugh Hancock,Jehane Barbour,5.6
2011,80,Josh Cole,Kevin M. Brennan,4.4
2015,88,Valentine,Valentine,7.1
2010,82,Matt Marshall,Emily Bachinsky,5.8
2015,60,Gabe Steinberg,Gabe Steinberg,3.8
2007,90,Daryush Shokof,Yangzom Brauen,5.0
2007,51,Nathan McLeod,Gary Amstutz,6.8
2007,48,Dale Jackson,Ryan Watson,7.9
2017,120,Ian Cranston,Macc Dundee,7.3
2018,62,D.J. Rivera,Jimmy Dempster,5.8
2002,85,Damon Stout,David Holcomb,5.4
2013,120,Belinda M. Wilson,Belinda M. Wilson,7.1
2008,99,Vara Mullapoodi,Rajeev Kanakala,5.1
2016,91,Mark Byrne,Jim Toepper,5.6
2006,92,Chuen-Yee Cha,Eunis Chan,5.1
2000,92,J. Christian Ingvordsen,Frank Zagarino,3.8
2012,60,Joey Corpora,Connor Corpora,7.2
2013,82,Alan Del Tufo,Jade Elysan,4.6
2015,104,Owen Carey Jones,Stanley J. Browne,3.5
2006,84,Dave Cote,John Read,7.5
2011,92,Stanley Joseph,Mark Duncan,4.0
2004,110,Shadow Dragu-Mihai,Jason 'Wee Man' Acuña,7.6
2015,91,Antonio Jefferson,Antonio Jefferson,7.0
2006,90,Nancy Criss,Nancy Criss,7.5
2014,96,William Lee,Joe Estevez,4.6
2012,86,Rory Noke,Craig Annis,5.5
2013,76,Craig Gallivan,Joseph Balderrama,7.4
2002,94,Bill Slate,Nick Vachon,7.0
2013,100,Kye Loren,Tom Benedict Knight,7.5
2014,106,Ash Kohan,Ash Kohan,5.2
2012,110,Leonardo Q. Belen,Buboy Villar,8.0
2006,89,Shea Pesz,Jin Kelley,6.8
2013,90,Matthew A. Peters,Mark Joseph Peek,4.9
2010,90,Vladimir Sulov,Ivelina Ivanova,7.9
2017,112,Pauli Janhunen Calderón,Pauli Janhunen Calderón,8.5
2012,90,Michael Piotrowski,Michael Dault,7.1
2020,120,Iki Ènèng,Lily Thomas,7.3
2005,60,James Evans,Angela Correa,8.6
2000,108,Taikan Suga,Ken Ayugai,6.5
2008,99,Conrad Glover,Jaime Velez,2.6
2008,97,Andy Schlachtenhaufen,David Schlachtenhaufen,8.1
2014,105,Skye Dennis,Tobi Gadison,6.9
2011,120,Damiano Fusca,Jared Bajoras,6.9
2017,86,Vaughn Christion,Struggle E. Stylez,6.1
2012,114,Matthew A. Peters,Rocco Graziano,5.0
2013,90,Solomon Tubbs-Foster,Steven G. Turner,7.0
2007,104,Jason Hull,Katie Russell,3.2
2013,60,James Peniata,Jessica Arapi,8.1
2013,45,Eddie Frente,Luke Massy,5.8
2009,80,Jose Montesinos,Jose Montesinos,5.5
2018,97,Alejandro Nieto-Polo,Gerardo Zamora,4.3
2012,101,Ansel Faraj,Mihran Konanyan,3.7
2005,60,Jim Bultas,Glen Perkins,4.5
2009,94,Damon Diddit,Assibey Blake,8.5
2011,90,Anna Breckon,Daniel Satele,8.4
2010,45,Jason Swinchock,Orris L. Johnson,5.4
2010,90,Jeffrey Grellman,Oren Zimm,6.1
2013,94,Duncan Cunningham,Martin Cunningham,5.2
2012,100,François Gérard,François Gérard,3.8
2001,74,Scott Shaw,Scott Shaw,7.3
2011,50,Vincent Edwards,Andrew Francis,5.7
2008,85,Trisha Ray,Amanda Akers,8.0
2011,103,Paul Vorrasi,Brett Jones,6.2
2014,86,Philip Robinson,Katherine Ramdeen,5.6
2014,95,Brett William Mauser,Aileen Corpos,5.5
2007,120,Gary Carbo,Alexandra Goodman,7.6
2000,94,Basil Schlegel,George Tasudis,8.0
2013,118,Michael Carr,Robert Paul Breen,4.8
2013,60,Phoenix James,Phoenix James,6.8
2007,90,Lee Demarbre,Ian Hodgkinson,4.7
2017,99,Harold Jackson III,Johnny Christos,5.0
2019,90,John Reign,John Reign,6.8
2018,92,Tristan Aronovich,Priscila Alonso,4.6
2013,95,Iliana Sosa,Carey Fox,6.8
2019,120,Esteban Diaz Baena,Jeronimo Granadal,3.1
2008,87,Clint Orr,Clint Orr,7.2
2009,80,Carla Lia Monti,Nina Bühlmann,4.3
2016,88,Lou Qi,Jinbo Bai,5.0
2004,91,Erin E. MacMillan,Cory Assink,4.9
2015,92,Marcelo Torcida,Carlos Cabra,5.5
2010,90,Edna Albano,Tulsi Albano,5.6
2015,72,Teli Hsueh,Iryna Dyakun,3.3
2000,85,Mark Bakaitis,Mia Kate Russell,3.6
2010,83,James Hauser,Curt Mummer,8.3
2009,91,Rider McDowell,Juan Carlos Hernández,7.1
2017,100,Stephen C. Bortsalas,Anastasia Adleta,6.7
2009,93,Damien Sage,Damien Sage,6.1
2014,92,Louie Iaccarino,Louie Iaccarino,4.8
2007,90,Jesse Cowell,Brandon Basquin,8.6
2003,96,M.J. Alhabeeb Jr.,M.J. Alhabeeb Jr.,7.5
2012,48,Cory Malkin,Bradley Beamon,7.3
2010,86,Tadeusz Król,Joanna Orleanska,6.2
2001,73,Fred Carpenter,Donna DeCianni,5.9
2015,72,Stefan Popescu,Nathan Bragg,4.1
2010,88,Douglas T. Green,Joe Estevez,3.0
2016,98,Trudy Sargent,Patricia De Leon,3.9
2021,102,Berger,Adventuregamer,8.6
2011,85,Eleutherios Kakathimis,Andreas Georgiou,4.4
2013,91,Sebastian Schnabel,Sebastian Schnabel,6.7
2020,99,Trent Alexander-Arnold,Trent Alexander-Arnold,6.0
2014,86,Anton Steel,Paul Ballard,8.2
2013,95,Ted Grouya,Evan James,6.8
2010,90,Andre Buckner,Andre Buckner,4.8
2010,100,Jacek Lusinski,Marcin Adamkiewicz,4.6
2012,90,Jeremy Cropf,David Robert Mueller,7.8
2020,135,Anthony N. Wright,Robert Chamberlain,8.3
2008,46,Eric Neal,Aaron Galvin,6.5
2013,121,Andy Brown,Isis Adannaya Munyiva Muli,8.4
2015,45,Wyatt Anderson,Wyatt Anderson,8.0
2012,94,Ivan Ehlers,Rodney Rincon,8.1
2015,149,Rob Reep,Dalliss Abraham,7.8
2018,88,Christopher R. Mihm,Tyler Haines,4.0
2002,78,Marko Raat,Mait Malmsten,5.1
2011,130,Orestes Matacena,Luke Steward,5.6
2012,111,Jeff Stewart,Kirk Ponton,7.8
2008,67,Jennifer Cole,Risha Denney,5.3
2010,91,Aaron Kurmey,Barry Bunn,7.1
2004,100,Naoki Kubo,Shinya Hashimoto,5.5
2002,50,Michael A. Martinez,George N. Thompson,6.4
2011,135,Shawn Cain,Jeff Ailshie,4.4
2010,107,Pascal Aka,Pascal Aka,6.4
2003,98,Vladimir Alenikov,Jack Forbes,6.8
2019,69,Leon Corbin,Leon Corbin,3.3
2014,90,Tim Altonen,Cliff D. Andrews,4.3
2010,86,S.P. Muneshwar,Rajan Verma,4.7
2019,45,Michela Lansing,Louis Allen,7.8
2007,70,Chris Hanaford,Gerry Del Sol,4.2
2007,132,Zeke Gonzales,Roberto Soto,4.7
2019,118,Graham Holliday,Athen Walton,6.1
2019,64,Tony Cole,Tony Cole,8.0
2015,47,K.W. Jones,Jill Adler,7.0
2008,97,Valeriy Degtyarev,Aleksey Bardukov,6.3
2002,94,Scott McAboy,Brixton Karnes,6.3
2016,110,Rob Hawk,Chris Cardillo,6.0
2009,90,Matthew Chuang,Nicky Wright,4.6
2019,70,Wilder Troxell,Evangeline Young,5.7
2011,110,Jordan Funderburk,Chase Burnett,4.5
2009,106,D. Ryan Mowry,Paul Alsing,5.3
2012,82,Jean Francis Lacome,Martin Gallo,8.3
2019,106,Joseph DeRose,Joseph DeRose,8.4
2016,85,Scott Rhodes,Jerry Kokich,7.9
2005,109,Dan R. Smarg,Kimberly Jaraj,6.2
2008,86,Marcelo Galvão,Christiano Cochrane,6.4
2005,90,Bobby Guions,Ray Arroyo,3.9
2015,110,Karl Wilson,Jesse St. Louis,8.5
2001,81,J. Peter Wagstaff,Dace Arnold,4.4
2011,145,Peaty James,Eric Bendross,4.6
2001,70,Alvin Ecarma,Frank Prather,6.1
2008,84,István Várady,Keith Anton,4.6
2017,59,Paul Vernon,Adam Michael Gold,6.3
2018,80,Sserunya Ernest,Nawambira Alawiya,8.5
2012,69,Mark Holmberg,Mark Holmberg,6.6
2009,88,Vince DiDaniele,Ro' Black,6.7
2004,83,Bevan Bell,Brad Alsobrook,6.3
2011,91,Sam Logan Khaleghi,Sam Logan Khaleghi,8.7
2013,101,Jeff Bonistalli,Jennifer Spicer,7.2
2016,70,Gabriel Dohrn,Ashley Poole,7.3
2011,84,Jon M. Chu,Chantel Aguirre,5.8
2015,86,Jeremiah Miller,Pat Anthony,7.6
2016,87,Carlos Cardona,Gregg Prosser,7.7
2009,120,Simosh Sunuwar,Nikhil Upreti,6.6
2010,95,Kenneth Castillo,Vanessa Alderete,7.3
2010,70,Andrei Sporea,Andrei Sporea,8.8
2011,100,Kyle B. Thompson,Steve Annan,7.2
2012,87,Larry Greene,Larry Greene,5.1
2009,85,Kevin McDonagh,Richard Cambridge,3.0
2010,84,Tom Getty,Tom Getty,3.3
2008,150,Michael Fredianelli,Michael Fredianelli,6.7
2003,104,Ray Daly Jr.,Ray Daly Jr.,5.5
2014,90,Bill Black,Nicola Rae,5.9
2016,122,Joe Bagnardi,Bruce G. Hallenbeck,2.1
2015,75,Pauli Janhunen Calderón,Emilio Janhunen Calderón,8.0
2010,70,Joe L. Roberts,Thom Keller,8.1
2011,88,Landen Wakil,Landen Wakil,7.2
2009,90,Jarrod Crooks,Jonathan Aldrich,6.4
2013,96,Jonathan Case,Nathan Faudree,8.4
2017,46,Sebastian Garcia Lorenzo,Xavier Blasco,3.6
2012,91,Anthony Marquez,Claudia Carrillo-Rodriguez,6.5
2004,70,Neil Widener,Alicia Terrill,6.9
2011,120,Toyoo Ashida,Kyle Rea,7.1
2003,81,William Minsky,Dana Anderson,7.1
2022,61,Jaiden Marchetti,Monkey Ice,7.8
2018,91,Nick Borelli,Nick Borelli,5.6
2014,72,Elliot Cowan,Jeremy Beck,7.4
2005,81,Ole Schell,Peter Pomponi,4.9
2011,62,Daniel Kult,Austin Anthofer,6.7
2007,120,June Daguiso,June Daguiso,3.2
2010,84,Scott Buchanan,Mark Norris,6.8
2011,90,Dawn Dais,Adrian Bustamante,4.5
2020,87,Twant Lavish,Twant Lavish,8.5
2016,90,Sean Schliwa,Anthony Chila,4.5
2012,90,Nick Messersmith,Niko Iben,7.7
2009,90,Tristan Price,Brandon Alter,7.7
2013,73,Bryce Schlamp,Lisa Anthony,7.9
2017,90,Juliet Roar,Juliet Roar,7.8
2011,77,Adam Kirkey,Jonathan Baldock,4.7
2006,99,Dan Eberle,Dan Eberle,8.6
2009,77,Matt Hewitt,Ryan Abernathy,5.4
2004,90,Adam Zuehlke,Paul Cram,6.1
2010,65,Jordan Funderburk,Stefan Beck,3.7
2004,90,Manish Patel,Jonty Reason,6.0
2013,87,Otis Lowe,Barrence Anthony,7.6
2010,82,Kantz,Andre McCoy,4.6
2013,77,Dima Levanchuk,Cindy Lemos,8.2
2008,105,David Murphy,Alejandro Antonio,4.2
2003,96,Kevin Ula Christie,Zoë Nathenson,3.9
2003,98,Desmond Gumbs,Gianfranco Gamboa,5.4
2003,109,Theophile Yockot,Eric Harp,6.7
2016,101,Caleb Fortune,Caleb Fortune,5.1
2010,83,J.A. Steel,Julie Corgill,5.4
2015,78,Jamie Sharps,Matthew Cheney,6.1
2018,46,Joe Boi,Joe Boi,6.1
2010,47,Emilio Rodriguez,Emilio Rodriguez,7.8
2007,84,Alberto G. Rodriguez,Solomon Macedo,4.4
2014,120,Sanelle Sibanda,Sibanda Babongile,6.5
2012,90,Ryan Branco,Sonia Tyler,8.0
2003,85,Drew Rist,Jeff Hoferer,7.2
2013,45,Ricardo Bernardino,Bruna Ladeira,7.8
2011,90,Kostas Metaxas,Ange Arabatzis,6.6
2012,92,Luis M Ventura,Alex Rendall,6.6
2013,90,Chris Eilenstine,Brian Gildea,5.7
2015,72,Timo Rose,Rebekka Mueller,6.1
2012,62,Brian Clement,Matthew Devon Hemans,6.5
2014,108,Eric Sewell,Stephen Sewell,4.9
2004,700,Chaim Bianco,Sean Miller,5.2
2017,70,Wagner Depintor,Iyin Landre,7.0
2014,65,Eric Arnold,Eric Arnold,7.8
2014,89,Errol Sack,Errol Sack,5.0
2018,90,Craig Colasanti,Craig Colasanti,5.1
2009,70,Peter Paul Basler,Katherine Dillingham,6.6
2013,84,Ezekiel Richter,Doug Chavis,8.1
2010,92,Kemal Yildirim,Kemal Yildirim,3.8
2016,75,Kevin Big K Taylor,Kenny Rogers,7.0
2015,80,James Isaac,Kelli Adams,2.4
2017,80,Andrew Legatt,Stephen Legatt,2.2
2010,143,Tom Smith,Tom Smith,7.4
2011,87,Luke Tedder,Tom Woods,7.1
2009,102,Russell Clay,N. Armstrong,7.0
2018,98,Mark F. Ennis,Aiden Anderson,5.5
2010,71,Mari Yamaoka,Yu Miura,8.2
2012,90,Cullen Thomas,David J. Murphy,6.0
2011,77,Benjamin Stark,Kevin Maggard,6.1
2008,90,Michael E. Wolfe,Delia Alonso,7.0
2011,98,Andres Ramirez,Jorge Alberti,4.2
2013,93,Robert McCallum,Phil Andros,3.9
2011,83,Carman Spoto,Matt Dague,7.0
2013,86,Rico Johnson,Jonathan Aube,7.3
2012,74,Eric Ortiz,Eric Ortiz,8.3
2013,117,Jonathan DeMelkon,Scotty Davis,6.8
2012,114,Chandler Perry,Melissa Blue,8.3
2015,65,John Jillard Sr.,John Jillard Sr.,8.0
2007,98,David Daze,Randal Adamek,6.2
2010,74,Rob Hibbs,Ted Althof,6.0
2005,92,Michael Carp,John Fugelsang,3.7
2011,90,David Keeling,John Boylan,7.4
2011,96,Rob Urdaneta,Alxander Jon,7.9
2013,76,Damien Valentine,Elizabeth Cameron,7.2
2010,104,Craig Deering,Craig Deering,8.2
2011,92,Pete Guzzo,Jereme Badger,3.6
2009,93,Jamie Clark,Russell Sanders,7.8
2011,100,Liridon Pjetri Ivezaj,Liridon Pjetri Ivezaj,8.0
